Date,Country,Newspaper,Headline,Link,Summary
"January 23, 2026",Lesotho,Lesotho Times,Roads Directorate in M1.4 billion Matlali–Lebakeng Road project,https://lestimes.com/?p=89473,"- The Lesotho Roads Directorate has started a M1.4 billion project to upgrade and construct a 45-kilometer road from Ha Matlali to Lebakeng, expected to be completed in four years.
- The project aims to improve access to remote communities, boost local tourism, and facilitate transportation of goods and services, benefiting approximately 8,652 people.
- China International Water & Electric Corporation has been awarded the contract, with plans to employ 85% local unskilled labor and address safety issues like poor drainage and river crossings."
"January 23, 2026",Liberia,FrontPage Africa,"Former First Lady’s Foundation Asks Criminal Court to Quash AREPT-Linked Subpoena, Citing Lack of Jurisdiction",https://frontpageafricaonline.com/news/liberia-former-first-ladys-foundation-asks-criminal-court-a-to-quash-arept-linked-subpoena-citing-lack-of-jurisdiction/,"- The Clar Hope Foundation, founded by former First Lady Clar Marie Weah, has petitioned Liberia's Criminal Court to quash a subpoena related to an investigation into its construction project, arguing the court lacks jurisdiction and the subpoena is overbroad.
- The Foundation claims the subpoena seeks broad financial and donor information without an active legal case, violating legal and constitutional protections against self-incrimination.
- The court ordered the Foundation to produce documents, but the Foundation maintains that no formal legal proceedings exist against it and that the court cannot conduct a stand-alone investigation."
"January 23, 2026",Libya,Libya Herald,Libya’s state mobile company Almadar to launch 5G services soon,https://libyaherald.com/2026/01/libyas-state-mobile-company-almadar-to-launch-5g-services-soon/,"- Libya’s state mobile operator, Almadar Aljadid, is in the final stages of preparing to launch 5G services, becoming the first Libyan national provider to do so.
- The move aligns with Libya’s broader digital transformation goals and is overseen by the Prime Minister, aiming to improve connectivity and global competitiveness.
- The launch is part of ongoing efforts to develop Libya’s telecommunications sector and modernize its digital infrastructure."
"January 23, 2026",Liechtenstein,Liechtensteiner Vaterland,How the Schaaner Inner Canal could look in the future,https://www.vaterland.li/liechtenstein/gesellschaft/wie-der-schaaner-binnenkanal-in-zukunft-aussehen-koennte-art-702877,"- The article discusses a future concept for the revitalization and naturalization of the Schaaner Inner Canal, aimed at enhancing community and environmental value.
- A young landscape architect, Linus Nigsch, has developed a plan that could serve as a basis for the municipality's ongoing development of the canal.
- The project emphasizes ecological restoration and improved public access, with the municipality of Schaan prioritizing the canal's renewal."
"January 23, 2026",Lithuania,Delfi,"Ruginiene: Lithuania is prepared for the situation if NATO no longer exists – there are plans A, B, and C",https://www.delfi.lt/naujienos/politika/ruginiene-lietuva-pasiruosusi-situacijai-jei-nebeliktu-nato-yra-planas-a-b-ir-c,"- Lithuanian Defense Minister Ruginiene states the country is prepared for a scenario where NATO no longer exists.
- Lithuania has developed multiple contingency plans, labeled as Plans A, B, and C, to ensure national security.
- The government emphasizes readiness and strategic planning to address potential security threats independently."
"January 23, 2026",Madagascar,Midi Madagasikara,Public Debates Between Clémence Raharinirina and Fidèle Razara Pierre Lead to a Breakup in the Madagascar Political Party,https://midi-madagasikara.mg/tiako-i-madagasikara-deballages-publics-entre-clemence-raharinirina-et-fidele-razara-pierre,"- Public disputes between Clémence Raharinirina and Fidèle Razara Pierre have led to a breakup within Madagascar's political party, Tiako i Madagasikara (TIM).
- Raharinirina accuses the party of exploitation and betrayal, while Razara suggests her public criticisms stem from personal frustrations and political ambitions.
- The conflict highlights internal tensions and potential damage to the party's image amid ongoing political struggles."
"January 23, 2026",Malawi,Nyasa Times,Fuel Subsidies Bleed Malawi Dry as MERA Debt Hits K1 Trillion — Mwanamvekha,https://www.nyasatimes.com/fuel-subsidies-bleed-malawi-dry-as-mera-debt-hits-k1-trillion-mwanamvekha/,"- Malawi's fuel subsidy program has led to a debt of over K1 trillion owed by the Malawi Energy Regulatory Authority (MERA) to fuel suppliers, severely straining the country's finances.
- The government has also failed to remit approximately K593 billion to key institutions, impacting infrastructure and development projects.
- Authorities justify recent fuel price hikes as necessary for financial stability, while concerns grow over regulatory failures and the economic burden on citizens."
"January 23, 2026",Malaysia,The Star,Two foreigners first to be charged for littering under new law,https://www.thestar.com.my/news/nation/2026/01/23/two-foreigners-first-to-be-charged-for-littering-under-new-law,"- Two foreign nationals, a Bangladeshi and an Indonesian, are the first to be charged under Malaysia's new littering law.
- The Indonesian woman pleaded guilty and was fined RM500, while the Bangladeshi man requested a translator for his upcoming court date.
- The law, effective from January 1, 2026, allows fines up to RM2,000 and community service for littering offenses."
"January 23, 2026",Maldives,Mihaaru,No headline found.,https://mihaaru.com/,"- The Maldives' capital, Malé, is hosting a political rally with the participation of the Prime Minister and other officials.
- The event includes celebrations and a party, with tickets available for attendees, indicating a significant political or social gathering.
- The news highlights ongoing political activities and public events in the Maldives, reflecting active civic engagement."
"January 23, 2026",Marshall Islands,Marshall Islands Journal,High-level US-RMI talks,https://marshallislandsjournal.com/high-level-us-rmi-talks/,"- The article appears to contain corrupted or unreadable text, making it difficult to extract specific details.
- The headline indicates that the content relates to high-level talks between the United States and the Republic of the Marshall Islands (RMI).
- Due to the garbled text, no further key information or context can be reliably summarized."
"January 23, 2026",Mauritania,Mauritanian News Agency,President of Republic Receives Special Envoy from Gambian President,https://ami.mr/en/archives/29515,"- The President of Mauritania received a special envoy from The Gambia to discuss economic cooperation and investment promotion, highlighting Mauritania's role as a guest of honor at an African economic forum.  
- The envoy presented recommendations from the forum aimed at fostering African economic integration, emphasizing Mauritania's progress and potential for private sector investment.  
- The meeting underscored Mauritania's commitment to regional economic development and the importance of private sector support in implementing government policies."
"January 23, 2026",Mauritius,L'Express,"Eight years later, the tools of ""l'express"" returned",https://lexpress.mu/s/huit-ans-plus-tard-les-outils-de-lexpress-restitues-553633,"- The article's headline suggests that the tools or methods of ""l'express"" have made a return after eight years.
- The main content appears to be an error message from Cloudflare, indicating the website is temporarily blocked due to security measures.
- No additional details about the news or the context of ""l'express"" are provided in the visible content."
"January 23, 2026",Mexico,El Universal,Main Court purchases nine armored Jeep trucks; defenders justify security expenses for ministers,https://www.eluniversal.com.mx/nacion/nueva-corte-compra-9-camionetas-blindadas-tipo-jeep-defiende-gasto-por-seguridad-de-ministros/,"- The Supreme Court of Justice in Mexico has purchased nine armored Jeep SUVs to replace older vehicles, citing security needs for ministers.
- The Court states the purchase complies with internal regulations requiring vehicle renewal every four years for safety reasons.
- Critics question the high cost and level of protection of the vehicles, with some suggesting the expenditure contradicts claims of austerity."
